,YEAR,TRANSIT DATE,WAITING TIME,DIRECTION (N/S),BEAM (pies),DRAF (Pies),transit_booking_days,transit_eta_days
14771,2023,2023-02-26 04:44:00,6.593055555560568,SOUTHBOUND,105.9,39.04,0,6.0
14773,2023,2023-02-26 14:02:00,5.6527777777810115,SOUTHBOUND,106.0,39.06,0,5.0
14775,2023,2023-02-26 21:08:00,5.24861111111386,SOUTHBOUND,105.7,39.01,0,5.0
14790,2023,2023-02-27 03:59:00,4.4375,NORTHBOUND,106.0,39.06,0,4.0
14792,2023,2023-02-27 02:20:00,1.6986111111109494,NORTHBOUND,106.0,35.1,0,1.0
14805,2023,2023-02-27 18:22:00,5.049999999995634,SOUTHBOUND,106.0,39.05,0,5.0
14806,2023,2023-02-27 20:30:00,4.368749999994179,SOUTHBOUND,106.0,39.06,0,4.0
14813,2023,2023-02-27 06:37:00,1.2784722222204437,SOUTHBOUND,98.6,32.11,0,1.0
14814,2023,2023-02-27 08:33:00,0.7374999999956344,SOUTHBOUND,91.4,35.03,0,0.0
14815,2023,2023-02-27 07:41:00,0.6784722222218988,SOUTHBOUND,98.6,34.07,0,0.0
14825,2023,2023-02-28 00:45:00,3.8576388888905058,NORTHBOUND,105.9,26.08,0,3.0
14830,2023,2023-02-28 06:25:00,5.232638888890506,NORTHBOUND,106.0,39.05,0,5.0
14837,2023,2023-02-28 07:28:00,0.8618055555562023,NORTHBOUND,106.0,24.05,0,0.0
14845,2023,2023-02-28 12:17:00,4.818055555559113,SOUTHBOUND,105.9,39.06,0,4.0
14849,2023,2023-02-28 06:06:00,3.0756944444437977,SOUTHBOUND,98.6,27.01,0,3.0
14861,2023,2023-03-01 03:42:00,4.408333333332848,NORTHBOUND,106.0,39.06,0,4.0
14862,2023,2023-03-01 02:08:00,4.849305555551837,NORTHBOUND,105.9,39.04,0,4.0
14870,2023,2023-03-01 06:03:00,0.6361111111109494,NORTHBOUND,106.0,39.02,0,0.0
14872,2023,2023-03-01 06:45:00,0.7430555555547471,NORTHBOUND,97.0,22.05,0,0.0
14877,2023,2023-03-01 12:49:00,5.603472222224809,SOUTHBOUND,98.6,32.0,0,5.0
14885,2023,2023-03-01 06:18:00,0.5319444444394321,SOUTHBOUND,93.7,35.09,0,0.0
14894,2023,2023-03-01 14:04:00,5.3395833333270275,SOUTHBOUND,98.6,35.01,0,5.0
14895,2023,2023-03-02 20:14:00,5.507638888884685,NORTHBOUND,106.0,38.07,0,5.0
14898,2023,2023-03-02 04:21:00,2.7527777777795563,NORTHBOUND,106.0,36.03,0,2.0
14900,2023,2023-03-02 04:58:00,0.9680555555532919,NORTHBOUND,106.0,39.06,0,0.0
14902,2023,2023-03-02 00:00:00,0.5006944444467081,NORTHBOUND,106.0,22.02,0,0.0
14914,2023,2023-03-02 11:47:00,5.646527777775191,SOUTHBOUND,105.9,38.02,0,5.0
14915,2023,2023-03-02 08:18:00,1.3715277777737356,SOUTHBOUND,105.9,36.1,0,1.0
14921,2023,2023-03-02 10:22:00,0.7124999999941792,SOUTHBOUND,105.9,39.06,0,0.0
14934,2023,2023-03-03 05:01:00,1.1743055555562023,NORTHBOUND,106.0,39.06,0,1.0
14939,2023,2023-03-03 01:05:00,0.5194444444496185,NORTHBOUND,105.9,26.08,0,0.0
14947,2023,2023-03-03 13:06:00,4.92013888888323,SOUTHBOUND,97.9,35.02,0,4.0
14964,2023,2023-03-03 09:01:00,0.7055555555562023,SOUTHBOUND,98.6,33.1,0,0.0
14967,2023,2023-03-04 03:06:00,1.8562499999970896,NORTHBOUND,106.0,39.06,0,1.0
14986,2023,2023-03-04 12:14:00,4.803472222221899,SOUTHBOUND,106.0,39.06,0,4.0
14993,2023,2023-03-04 06:55:00,0.9083333333328483,SOUTHBOUND,106.0,28.09,0,0.0
15002,2023,2023-03-05 08:09:00,6.829166666670062,NORTHBOUND,105.9,21.08,0,6.0
15007,2023,2023-03-05 00:19:00,3.3937500000029104,NORTHBOUND,106.0,32.0,0,3.0
15026,2023,2023-03-05 12:42:00,4.011111111110949,SOUTHBOUND,106.0,39.06,0,4.0
15036,2023,2023-03-05 19:59:00,0.11388888888905058,SOUTHBOUND,105.9,39.06,0,0.0
15040,2023,2023-03-06 00:30:00,4.2152777777810115,NORTHBOUND,96.6,20.1,0,4.0
15042,2023,2023-03-06 06:19:00,5.899305555554747,NORTHBOUND,106.0,26.0,0,5.0
15057,2023,2023-03-06 13:03:00,4.764583333329938,SOUTHBOUND,106.0,39.06,0,4.0
15065,2023,2023-03-06 05:58:00,1.9083333333328483,SOUTHBOUND,98.6,30.09,0,1.0
15073,2023,2023-03-07 21:12:00,6.748611111106584,NORTHBOUND,106.0,35.07,0,6.0
15074,2023,2023-03-07 09:25:00,6.5347222222189885,NORTHBOUND,97.9,26.05,0,6.0
15077,2023,2023-03-07 04:10:00,6.202777777776646,NORTHBOUND,105.9,37.01,0,6.0
15079,2023,2023-03-07 01:38:00,0.6458333333357587,NORTHBOUND,105.9,23.04,0,0.0
15086,2023,2023-03-07 06:17:00,1.179861111115315,NORTHBOUND,98.7,26.06,0,1.0
15107,2023,2023-03-07 23:09:00,6.565972222226264,NORTHBOUND,105.8,26.07,0,6.0
15112,2023,2023-03-08 01:13:00,1.0868055555547471,NORTHBOUND,106.0,32.1,0,1.0
15115,2023,2023-03-08 06:24:00,1.0763888888905058,NORTHBOUND,106.0,27.04,0,1.0
15121,2023,2023-03-08 04:44:00,3.329166666670062,NORTHBOUND,105.9,37.03,0,3.0
15125,2023,2023-03-08 04:55:00,1.1590277777795563,NORTHBOUND,106.0,39.05,0,1.0
15127,2023,2023-03-08 09:47:00,5.804166666661331,SOUTHBOUND,106.0,39.02,0,5.0
15129,2023,2023-03-08 19:27:00,4.76875000000291,SOUTHBOUND,106.0,39.06,0,4.0
15132,2023,2023-03-08 14:45:00,5.540972222224809,SOUTHBOUND,98.6,33.04,0,5.0
15146,2023,2023-03-09 06:05:00,7.541666666664241,NORTHBOUND,106.0,28.03,0,7.0
15167,2023,2023-03-09 13:11:00,4.840972222220444,SOUTHBOUND,105.9,39.06,0,4.0
15168,2023,2023-03-09 14:23:00,4.390972222223354,SOUTHBOUND,106.0,39.04,0,4.0
15169,2023,2023-03-09 12:20:00,2.4187500000043656,SOUTHBOUND,106.0,39.06,0,2.0
15172,2023,2023-03-09 05:56:00,0.6291666666656965,SOUTHBOUND,106.0,39.06,0,0.0
15173,2023,2023-03-09 08:06:00,4.700694444443798,SOUTHBOUND,103.8,34.11,0,4.0
15176,2023,2023-03-09 07:24:00,2.412499999998545,SOUTHBOUND,97.9,32.05,0,2.0
15182,2023,2023-03-10 06:23:00,7.292361111110949,NORTHBOUND,105.9,39.04,0,7.0
15183,2023,2023-03-10 22:28:00,7.161805555559113,NORTHBOUND,106.0,34.11,0,7.0
15184,2023,2023-03-10 05:04:00,7.342361111106584,NORTHBOUND,106.0,39.0,0,7.0
15193,2023,2023-03-10 04:37:00,0.9006944444481633,NORTHBOUND,106.0,34.01,0,0.0
15200,2023,2023-03-10 09:39:00,5.044444444443798,SOUTHBOUND,106.0,37.04,0,5.0
15202,2023,2023-03-10 10:11:00,2.414583333331393,SOUTHBOUND,106.0,39.06,0,2.0
15204,2023,2023-03-10 15:22:00,5.0041666666656965,SOUTHBOUND,106.0,33.06,0,5.0
15208,2023,2023-03-10 11:50:00,1.5555555555547471,SOUTHBOUND,106.0,39.05,0,1.0
15219,2023,2023-03-11 05:23:00,6.952083333337214,NORTHBOUND,106.0,39.02,0,6.0
15221,2023,2023-03-11 20:51:00,7.299305555556202,NORTHBOUND,106.0,31.1,0,7.0
15224,2023,2023-03-11 06:48:00,4.584722222221899,NORTHBOUND,105.9,32.08,0,4.0
15229,2023,2023-03-11 03:21:00,0.7999999999956344,NORTHBOUND,106.0,39.0,0,0.0
15239,2023,2023-03-11 06:22:00,5.31388888888614,SOUTHBOUND,94.0,33.04,0,5.0
15240,2023,2023-03-11 18:50:00,5.649999999994179,SOUTHBOUND,106.0,38.09,0,5.0
15241,2023,2023-03-11 04:23:00,5.116666666668607,SOUTHBOUND,106.0,39.06,0,5.0
15255,2023,2023-03-11 21:05:00,0.5222222222218988,SOUTHBOUND,105.9,39.05,-1,0.0
15257,2023,2023-03-12 00:35:00,6.354166666664241,NORTHBOUND,106.0,26.06,0,6.0
15258,2023,2023-03-12 03:41:00,5.712500000001455,NORTHBOUND,106.0,32.03,0,5.0
15259,2023,2023-03-12 20:42:00,5.029166666667152,NORTHBOUND,105.9,39.06,0,5.0
15262,2023,2023-03-12 02:42:00,3.178472222221899,NORTHBOUND,106.0,34.1,0,3.0
15263,2023,2023-03-12 05:31:00,1.5770833333299379,NORTHBOUND,106.0,38.11,0,1.0
15277,2023,2023-03-12 06:50:00,1.6111111111094942,SOUTHBOUND,106.0,36.11,0,1.0
15279,2023,2023-03-12 09:43:00,1.3743055555605679,SOUTHBOUND,106.0,39.06,0,1.0
15281,2023,2023-03-12 22:32:00,45.18888888888614,SOUTHBOUND,106.0,38.05,0,45.0
15294,2023,2023-03-13 01:40:00,2.6291666666656965,NORTHBOUND,97.9,34.02,0,2.0
15295,2023,2023-03-13 02:48:00,2.9944444444481633,NORTHBOUND,106.0,29.06,0,2.0
15297,2023,2023-03-13 04:19:00,4.923611111109494,NORTHBOUND,106.0,27.1,0,4.0
15298,2023,2023-03-13 22:04:00,5.2458333333343035,NORTHBOUND,93.0,34.09,0,5.0
15310,2023,2023-03-13 21:50:00,6.947916666664241,SOUTHBOUND,106.0,34.05,0,6.0
15311,2023,2023-03-13 05:57:00,2.625,SOUTHBOUND,92.7,34.11,0,2.0
15321,2023,2023-03-13 10:13:00,1.1083333333299379,SOUTHBOUND,106.0,39.03,0,1.0
15327,2023,2023-03-14 06:16:00,4.059722222220444,NORTHBOUND,106.0,35.01,0,4.0
15328,2023,2023-03-14 06:57:00,3.897916666661331,NORTHBOUND,106.0,26.05,0,3.0
15341,2023,2023-03-14 18:58:00,7.547222222223354,SOUTHBOUND,105.9,39.06,0,7.0
15342,2023,2023-03-14 12:21:00,7.548611111109494,SOUTHBOUND,105.9,39.06,0,7.0
15344,2023,2023-03-14 04:46:00,2.601388888891961,SOUTHBOUND,106.0,37.05,0,2.0
15378,2023,2023-03-15 21:44:00,8.152083333334303,SOUTHBOUND,105.9,39.06,0,8.0
15388,2023,2023-03-15 05:06:00,0.30277777778246673,SOUTHBOUND,106.0,33.07,0,0.0
15391,2023,2023-03-15 07:32:00,2.7479166666671517,SOUTHBOUND,105.9,39.05,0,2.0
15392,2023,2023-03-15 09:57:00,8.16736111111095,SOUTHBOUND,105.9,39.04,0,8.0
15396,2023,2023-03-16 03:16:00,5.367361111108039,NORTHBOUND,106.0,39.06,0,5.0
15414,2023,2023-03-16 19:21:00,7.867361111115315,SOUTHBOUND,105.9,39.05,0,7.0
15416,2023,2023-03-16 13:22:00,8.549305555548926,SOUTHBOUND,98.6,28.1,0,8.0
15426,2023,2023-03-16 11:17:00,1.1263888888861402,SOUTHBOUND,106.0,39.03,0,1.0
15432,2023,2023-03-16 12:05:00,7.961111111108039,SOUTHBOUND,98.6,33.0,0,7.0
15433,2023,2023-03-17 05:47:00,5.302083333335759,NORTHBOUND,105.9,38.06,0,5.0
15440,2023,2023-03-17 03:25:00,1.5999999999985448,NORTHBOUND,93.1,26.11,0,1.0
15441,2023,2023-03-17 01:56:00,2.609722222223354,NORTHBOUND,94.0,33.08,0,2.0
15442,2023,2023-03-17 01:37:00,2.946527777778101,NORTHBOUND,94.0,26.07,0,2.0
15445,2023,2023-03-17 06:38:00,2.72013888888614,NORTHBOUND,101.9,29.09,0,2.0
15452,2023,2023-03-17 14:37:00,8.620833333334303,SOUTHBOUND,106.0,38.03,0,8.0
15455,2023,2023-03-17 17:25:00,8.240972222221899,SOUTHBOUND,93.4,33.08,0,8.0
15473,2023,2023-03-18 10:02:00,3.600694444445253,NORTHBOUND,93.4,30.04,0,3.0
15482,2023,2023-03-18 06:28:00,2.493055555554747,NORTHBOUND,106.0,39.04,0,2.0
15489,2023,2023-03-18 18:50:00,8.559722222220444,SOUTHBOUND,99.9,36.02,0,8.0
15496,2023,2023-03-18 14:17:00,3.6437499999956344,SOUTHBOUND,105.8,33.02,0,3.0
15520,2023,2023-03-19 18:27:00,9.310416666667152,SOUTHBOUND,106.0,39.01,0,9.0
15521,2023,2023-03-19 08:46:00,2.7159722222204437,SOUTHBOUND,106.3,36.02,0,2.0
15522,2023,2023-03-19 09:39:00,1.7861111111124046,SOUTHBOUND,106.0,39.06,0,1.0
15534,2023,2023-03-19 06:05:00,1.8611111111094942,SOUTHBOUND,98.7,29.03,0,1.0
15540,2023,2023-03-20 02:01:00,1.9729166666656965,NORTHBOUND,106.0,33.03,0,1.0
15541,2023,2023-03-20 07:29:00,5.37638888888614,NORTHBOUND,98.6,35.0,0,5.0
15542,2023,2023-03-20 00:09:00,1.1159722222218988,NORTHBOUND,106.0,25.09,0,1.0
15556,2023,2023-03-20 18:20:00,9.159722222226264,SOUTHBOUND,105.9,38.03,0,9.0
15557,2023,2023-03-20 13:52:00,9.838194444440887,SOUTHBOUND,106.0,39.06,0,9.0
15559,2023,2023-03-20 05:49:00,2.748611111106584,SOUTHBOUND,106.0,33.08,0,2.0
15562,2023,2023-03-20 11:10:00,0.609722222223354,SOUTHBOUND,106.0,39.06,0,0.0
15564,2023,2023-03-20 10:03:00,0.6243055555532919,SOUTHBOUND,106.0,39.05,0,0.0
15570,2023,2023-03-20 20:50:00,0.2006944444437977,SOUTHBOUND,105.9,35.04,0,0.0
15572,2023,2023-03-21 05:52:00,5.935416666659876,NORTHBOUND,106.0,33.1,0,5.0
15573,2023,2023-03-21 07:14:00,5.054861111108039,NORTHBOUND,106.0,25.09,0,5.0
15577,2023,2023-03-21 05:00:00,2.9270833333357587,NORTHBOUND,106.0,37.01,0,2.0
15581,2023,2023-03-21 01:52:00,0.59375,NORTHBOUND,97.9,31.05,0,0.0
15582,2023,2023-03-21 04:15:00,1.09375,NORTHBOUND,101.9,24.08,0,1.0
15598,2023,2023-03-21 17:45:00,1.9180555555576575,SOUTHBOUND,106.0,39.06,-1,1.0
15600,2023,2023-03-21 10:52:00,1.5951388888861402,SOUTHBOUND,106.0,39.06,0,1.0
15611,2023,2023-03-22 00:51:00,4.452083333329938,NORTHBOUND,106.0,24.0,0,4.0
15612,2023,2023-03-22 06:10:00,5.291666666664241,NORTHBOUND,98.6,33.06,0,5.0
15613,2023,2023-03-22 07:23:00,4.007638888884685,NORTHBOUND,106.0,33.11,0,4.0
15629,2023,2023-03-22 14:07:00,9.984027777776646,SOUTHBOUND,106.0,39.06,0,9.0
15630,2023,2023-03-22 06:35:00,2.7916666666642413,SOUTHBOUND,105.9,39.01,0,2.0
15638,2023,2023-03-22 18:55:00,9.989583333335759,SOUTHBOUND,98.6,35.09,0,9.0
15648,2023,2023-03-23 03:53:00,4.158333333340124,NORTHBOUND,106.0,36.11,0,4.0
15650,2023,2023-03-23 05:41:00,2.172222222223354,NORTHBOUND,106.0,34.09,0,2.0
15657,2023,2023-03-23 05:09:00,3.132638888891961,NORTHBOUND,106.0,25.1,0,3.0
15666,2023,2023-03-23 12:34:00,9.968055555553292,SOUTHBOUND,106.0,39.05,0,9.0
15667,2023,2023-03-23 18:01:00,10.257638888891961,SOUTHBOUND,92.7,34.0,0,10.0
15668,2023,2023-03-23 13:38:00,9.57222222222481,SOUTHBOUND,106.0,39.06,0,9.0
15674,2023,2023-03-23 19:51:00,1.3618055555489263,SOUTHBOUND,106.0,39.06,-1,1.0
15688,2023,2023-03-24 01:16:00,1.4229166666627862,NORTHBOUND,105.9,27.03,0,1.0
15705,2023,2023-03-24 11:15:00,9.996527777781012,SOUTHBOUND,97.9,35.1,0,9.0
15712,2023,2023-03-24 06:02:00,0.8680555555547471,SOUTHBOUND,106.0,25.04,0,0.0
15717,2023,2023-03-24 06:47:00,1.0118055555503815,SOUTHBOUND,106.0,33.11,0,1.0
15728,2023,2023-03-25 02:12:00,1.046527777776646,NORTHBOUND,106.0,26.05,0,1.0
15732,2023,2023-03-25 07:47:00,1.7312500000043656,NORTHBOUND,105.9,32.0,0,1.0
15734,2023,2023-03-25 03:28:00,0.2131944444408873,NORTHBOUND,106.0,35.0,0,0.0
15735,2023,2023-03-25 07:17:00,3.866666666668607,NORTHBOUND,106.0,24.11,0,3.0
15736,2023,2023-03-25 05:42:00,0.8076388888948713,NORTHBOUND,106.0,35.0,0,0.0
15740,2023,2023-03-24 18:27:00,9.64375000000291,SOUTHBOUND,106.0,39.06,0,9.0
15742,2023,2023-03-25 12:40:00,8.911111111112405,SOUTHBOUND,105.9,39.05,0,8.0
15749,2023,2023-03-25 08:40:00,0.9444444444452529,SOUTHBOUND,106.0,39.06,0,0.0
15762,2023,2023-03-26 02:51:00,0.4798611111109494,NORTHBOUND,106.0,34.09,0,0.0
15774,2023,2023-03-26 19:24:00,9.662499999998545,SOUTHBOUND,106.0,39.06,0,9.0
15775,2023,2023-03-26 10:54:00,9.38472222222481,SOUTHBOUND,106.0,39.04,0,9.0
15780,2023,2023-03-26 13:41:00,9.521527777782467,SOUTHBOUND,100.5,30.1,0,9.0
15784,2023,2023-03-26 09:27:00,0.32638888889050577,SOUTHBOUND,106.0,39.05,0,0.0
15791,2023,2023-03-27 06:36:00,6.733333333337214,NORTHBOUND,106.0,39.06,0,6.0
15792,2023,2023-03-27 04:20:00,6.170833333329938,NORTHBOUND,105.9,37.06,0,6.0
15793,2023,2023-03-27 08:28:00,6.2847222222189885,NORTHBOUND,104.6,33.1,0,6.0
15796,2023,2023-03-27 03:02:00,1.5729166666642413,NORTHBOUND,105.9,35.02,0,1.0
15805,2023,2023-03-27 02:45:00,1.7368055555562023,NORTHBOUND,93.4,29.11,0,1.0
15810,2023,2023-03-27 14:17:00,9.786111111105129,SOUTHBOUND,98.7,30.1,0,9.0
15811,2023,2023-03-27 12:28:00,8.923611111109494,SOUTHBOUND,106.0,39.04,0,8.0
15819,2023,2023-03-27 19:30:00,1.7826388888861402,SOUTHBOUND,106.0,39.06,-1,1.0
15820,2023,2023-03-27 10:10:00,0.6527777777737356,SOUTHBOUND,106.0,39.06,0,0.0
15822,2023,2023-03-27 06:17:00,0.6888888888934162,SOUTHBOUND,105.2,32.06,0,0.0
15829,2023,2023-03-28 22:37:00,7.409027777779556,NORTHBOUND,93.0,33.08,0,7.0
15837,2023,2023-03-28 02:07:00,2.6513888888875954,NORTHBOUND,105.9,35.05,0,2.0
15847,2023,2023-03-28 13:08:00,7.554166666668607,SOUTHBOUND,106.0,39.05,0,7.0
15849,2023,2023-03-28 19:42:00,7.702777777776646,SOUTHBOUND,98.6,34.11,0,7.0
15850,2023,2023-03-28 18:11:00,5.056250000001455,SOUTHBOUND,105.9,39.02,-1,5.0
15857,2023,2023-03-28 08:06:00,5.26875000000291,SOUTHBOUND,106.0,38.0,0,5.0
15865,2023,2023-03-29 08:19:00,6.34375,NORTHBOUND,98.6,34.02,0,6.0
15866,2023,2023-03-29 06:15:00,6.072916666664241,NORTHBOUND,106.0,39.04,0,6.0
15871,2023,2023-03-29 04:48:00,1.8416666666671517,NORTHBOUND,98.6,24.07,0,1.0
15886,2023,2023-03-29 19:09:00,4.429861111115315,SOUTHBOUND,105.9,39.06,-1,4.0
15889,2023,2023-03-29 06:01:00,1.4937500000014552,SOUTHBOUND,94.0,27.04,0,1.0
15893,2023,2023-03-29 13:49:00,8.263194444443798,SOUTHBOUND,96.8,32.1,0,8.0
15904,2023,2023-03-30 02:14:00,5.828472222223354,NORTHBOUND,106.0,37.1,0,5.0
15906,2023,2023-03-30 00:58:00,1.102083333331393,NORTHBOUND,106.0,26.05,0,1.0
15909,2023,2023-03-30 06:18:00,0.7326388888832298,NORTHBOUND,106.0,39.03,0,0.0
15919,2023,2023-03-30 02:20:00,0.7534722222189885,NORTHBOUND,106.0,36.02,0,0.0
15924,2023,2023-03-30 19:18:00,8.69722222222481,SOUTHBOUND,106.0,39.06,0,8.0
15925,2023,2023-03-30 07:15:00,4.8555555555576575,SOUTHBOUND,97.9,33.07,0,4.0
15926,2023,2023-03-30 11:48:00,1.8180555555591127,SOUTHBOUND,98.6,29.06,0,1.0
15931,2023,2023-03-30 12:56:00,1.1465277777824667,SOUTHBOUND,106.0,38.07,0,1.0
15932,2023,2023-03-30 07:48:00,3.991666666661331,SOUTHBOUND,98.7,30.09,0,3.0
15938,2023,2023-03-30 20:00:00,8.42361111111677,SOUTHBOUND,105.9,38.06,0,8.0
15941,2023,2023-03-31 06:46:00,6.618750000001455,NORTHBOUND,106.0,36.05,0,6.0
15945,2023,2023-03-31 04:46:00,1.4000000000014552,NORTHBOUND,105.9,32.0,0,1.0
15946,2023,2023-03-31 06:37:00,1.311805555553292,NORTHBOUND,106.0,39.05,0,1.0
15958,2023,2023-03-31 07:23:00,2.9402777777795563,SOUTHBOUND,106.0,36.0,0,2.0
15965,2023,2023-03-31 12:51:00,1.3083333333343035,SOUTHBOUND,106.0,39.05,0,1.0
15972,2023,2023-03-31 05:46:00,1.1152777777751908,SOUTHBOUND,98.6,30.07,0,1.0
15979,2023,2023-09-01 03:25:00,8.517361111109494,NORTHBOUND,106.0,39.05,-1,8.0
15980,2023,2023-09-01 21:09:00,8.33263888888905,NORTHBOUND,106.0,26.03,0,8.0
15981,2023,2023-09-01 06:57:00,7.799305555556202,NORTHBOUND,106.3,21.09,0,7.0
16001,2023,2023-09-01 21:10:00,9.600694444445253,SOUTHBOUND,94.0,22.04,0,9.0
16025,2023,2023-09-02 19:19:00,6.598611111105129,SOUTHBOUND,105.9,39.05,-1,6.0
16033,2023,2023-09-02 05:35:00,8.625,SOUTHBOUND,98.6,34.06,0,8.0
16037,2023,2023-09-02 12:45:00,8.930555555554747,SOUTHBOUND,106.0,38.07,0,8.0
16041,2023,2023-09-03 07:13:00,9.52013888888905,NORTHBOUND,105.9,33.02,0,9.0
16042,2023,2023-09-03 04:31:00,8.632638888891961,NORTHBOUND,105.9,39.01,0,8.0
16047,2023,2023-09-03 01:48:00,4.776388888887595,NORTHBOUND,93.4,28.08,0,4.0
16049,2023,2023-09-03 05:33:00,3.524305555554747,NORTHBOUND,105.9,33.1,0,3.0
16050,2023,2023-09-03 02:49:00,2.8465277777722804,NORTHBOUND,106.0,31.02,0,2.0
16060,2023,2023-09-03 06:38:00,4.82499999999709,SOUTHBOUND,96.6,30.06,0,4.0
16061,2023,2023-09-03 11:01:00,5.498611111106584,SOUTHBOUND,105.9,39.02,0,5.0
16068,2023,2023-09-03 02:14:00,4.776388888887595,SOUTHBOUND,106.0,38.06,0,4.0
16071,2023,2023-09-03 08:15:00,4.022222222221899,SOUTHBOUND,98.6,29.11,0,4.0
16075,2023,2023-09-04 02:20:00,2.0,NORTHBOUND,105.9,33.08,0,2.0
16106,2023,2023-09-05 07:19:00,11.272916666661331,NORTHBOUND,106.0,27.02,0,11.0
16110,2023,2023-09-05 03:05:00,5.068055555551837,NORTHBOUND,106.0,27.07,0,5.0
16129,2023,2023-09-05 08:58:00,1.0138888888905058,SOUTHBOUND,105.9,39.02,0,1.0
16137,2023,2023-09-06 04:49:00,11.73124999999709,NORTHBOUND,106.0,39.03,0,11.0
16138,2023,2023-09-06 02:45:00,4.571527777778101,NORTHBOUND,106.0,29.05,0,4.0
16141,2023,2023-09-06 04:20:00,1.0340277777795563,NORTHBOUND,106.0,34.09,0,1.0
16145,2023,2023-09-06 01:12:00,7.420833333337214,NORTHBOUND,98.6,30.11,0,7.0
16149,2023,2023-09-06 06:45:00,0.3013888888890506,NORTHBOUND,106.0,39.06,0,0.0
16156,2023,2023-09-06 20:44:00,12.859722222223354,SOUTHBOUND,98.7,27.11,0,12.0
16163,2023,2023-09-06 11:48:00,0.8125,SOUTHBOUND,106.0,39.05,0,0.0
16164,2023,2023-09-06 07:25:00,5.939583333340124,SOUTHBOUND,98.6,35.11,0,5.0
16169,2023,2023-09-07 05:36:00,12.228472222217533,NORTHBOUND,106.0,32.05,0,12.0
16170,2023,2023-09-08 08:55:00,12.982638888890506,NORTHBOUND,105.9,29.08,0,12.0
16200,2023,2023-09-07 17:53:00,12.759027777778101,SOUTHBOUND,98.7,32.04,0,12.0
16203,2023,2023-09-08 08:55:00,12.982638888890506,NORTHBOUND,105.9,29.08,0,12.0
16217,2023,2023-09-08 07:22:00,1.0555555555547471,NORTHBOUND,106.0,30.0,0,1.0
16223,2023,2023-09-08 12:27:00,4.556250000001455,SOUTHBOUND,93.0,25.02,0,4.0
16236,2023,2023-09-09 04:44:00,13.389583333337214,NORTHBOUND,106.0,39.04,0,13.0
16237,2023,2023-09-09 07:07:00,12.761805555557657,NORTHBOUND,106.0,34.11,0,12.0
16248,2023,2023-09-09 04:06:00,2.8541666666642413,NORTHBOUND,106.0,39.06,0,2.0
16254,2023,2023-09-09 20:20:00,14.180555555554747,SOUTHBOUND,94.7,35.01,0,14.0
16267,2023,2023-09-10 03:17:00,5.79861111111677,NORTHBOUND,105.9,34.07,0,5.0
16272,2023,2023-09-10 04:32:00,0.773611111108039,NORTHBOUND,106.0,38.09,0,0.0
16292,2023,2023-09-10 06:16:00,0.9937500000014552,SOUTHBOUND,91.4,34.1,0,0.0
16301,2023,2023-09-11 02:05:00,14.461805555554747,NORTHBOUND,98.6,31.1,0,14.0
16303,2023,2023-09-11 01:31:00,3.375694444446708,NORTHBOUND,106.0,32.07,0,3.0
16305,2023,2023-09-11 03:46:00,2.420833333337214,NORTHBOUND,106.0,39.05,0,2.0
16317,2023,2023-09-11 08:07:00,1.1965277777708252,NORTHBOUND,106.0,35.11,0,1.0
16320,2023,2023-09-11 13:13:00,14.494444444440887,SOUTHBOUND,98.6,35.01,0,14.0
16323,2023,2023-09-11 11:08:00,5.679166666668607,SOUTHBOUND,106.0,39.05,0,5.0
16324,2023,2023-09-11 06:16:00,2.993750000001455,SOUTHBOUND,97.9,29.08,0,2.0
16335,2023,2023-09-12 05:31:00,14.364583333335759,NORTHBOUND,106.0,37.05,0,14.0
16336,2023,2023-09-12 00:59:00,10.664583333338669,NORTHBOUND,106.0,28.1,0,10.0
16337,2023,2023-09-12 01:42:00,4.752083333332848,NORTHBOUND,106.0,26.11,0,4.0
16338,2023,2023-09-12 09:46:00,15.17500000000291,NORTHBOUND,92.7,23.1,0,15.0
16339,2023,2023-09-12 02:35:00,4.788194444445253,NORTHBOUND,106.0,26.11,0,4.0
16340,2023,2023-09-12 06:19:00,14.518055555556202,NORTHBOUND,105.2,35.03,0,14.0
16355,2023,2023-09-12 07:57:00,14.584722222221899,SOUTHBOUND,97.9,36.03,0,14.0
16360,2023,2023-09-12 09:14:00,1.2944444444437977,SOUTHBOUND,106.0,39.01,0,1.0
16364,2023,2023-09-12 12:27:00,4.640277777783922,SOUTHBOUND,106.0,38.07,0,4.0
16367,2023,2023-09-13 02:45:00,15.040277777778101,NORTHBOUND,98.6,34.0,0,15.0
16378,2023,2023-09-13 01:56:00,0.8638888888890506,NORTHBOUND,98.6,24.0,0,0.0
16392,2023,2023-09-13 09:08:00,6.922222222223354,SOUTHBOUND,106.0,39.06,0,6.0
16412,2023,2023-09-14 03:13:00,0.9756944444452529,NORTHBOUND,105.9,38.11,0,0.0
16424,2023,2023-09-14 11:59:00,0.7631944444437977,SOUTHBOUND,106.0,38.11,0,0.0
16432,2023,2023-09-15 03:52:00,8.515277777776646,NORTHBOUND,105.9,38.0,0,8.0
16435,2023,2023-09-15 02:07:00,2.57638888888323,NORTHBOUND,106.0,32.09,0,2.0
16441,2023,2023-09-15 06:08:00,0.8173611111124046,NORTHBOUND,106.0,39.04,0,0.0
16451,2023,2023-09-15 09:18:00,6.467361111106584,SOUTHBOUND,103.8,33.06,0,6.0
