,YEAR,TRANSIT DATE,WAITING TIME,DIRECTION (N/S),BEAM (pies),DRAF (Pies),transit_booking_days,transit_eta_days
9252,2022,2022-09-26 00:00:00,2.0,Northbound,106.0,27.25,0,2.0
9254,2022,2022-09-26 00:00:00,1.0,Northbound,106.0,31.583,0,1.0
9262,2022,2022-09-26 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
9267,2022,2022-09-26 00:00:00,2.0,Southbound,97.9,30.917,0,2.0
9272,2022,2022-09-26 00:00:00,1.0,Southbound,106.0,49.667,0,1.0
9273,2022,2022-09-26 00:00:00,1.0,Southbound,105.9,33.667,0,1.0
9275,2022,2022-09-26 00:00:00,0.0,Southbound,105.9,39.5,0,0.0
9282,2022,2022-09-27 00:00:00,1.0,Northbound,106.0,32.083,0,1.0
9295,2022,2022-09-27 00:00:00,6.0,Southbound,98.6,32.417,0,6.0
9306,2022,2022-09-27 00:00:00,1.0,Southbound,106.0,37.5,0,1.0
9309,2022,2022-09-27 00:00:00,1.0,Southbound,105.2,33.0,0,1.0
9310,2022,2022-09-27 00:00:00,5.0,Southbound,98.6,36.5,0,5.0
9316,2022,2022-09-28 00:00:00,3.0,Northbound,106.0,39.5,0,3.0
9321,2022,2022-09-28 00:00:00,1.0,Northbound,106.0,30.417,0,1.0
9329,2022,2022-09-28 00:00:00,1.0,Northbound,105.9,39.333,0,1.0
9333,2022,2022-09-28 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
9342,2022,2022-09-28 00:00:00,1.0,Southbound,106.0,36.083,0,1.0
9344,2022,2022-09-28 00:00:00,7.0,Southbound,98.6,34.0,0,7.0
9348,2022,2022-09-29 00:00:00,4.0,Northbound,106.0,26.25,0,4.0
9357,2022,2022-09-29 00:00:00,1.0,Northbound,106.0,39.5,0,1.0
9363,2022,2022-09-29 00:00:00,2.0,Northbound,106.0,27.25,0,2.0
9365,2022,2022-09-29 00:00:00,7.0,Southbound,93.0,35.583,0,7.0
9366,2022,2022-09-29 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
9370,2022,2022-09-29 00:00:00,3.0,Southbound,106.0,39.167,-1,3.0
9371,2022,2022-09-29 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
9384,2022,2022-09-30 00:00:00,5.0,Northbound,98.6,34.083,0,5.0
9387,2022,2022-09-30 00:00:00,4.0,Northbound,106.0,39.5,0,4.0
9388,2022,2022-09-30 00:00:00,4.0,Northbound,106.0,47.333,0,4.0
9399,2022,2022-09-30 00:00:00,6.0,Southbound,105.8,26.583,6,6.0
9417,2022,2022-10-01 00:00:00,4.0,Northbound,106.0,26.083,0,4.0
9418,2022,2022-10-01 00:00:00,2.0,Northbound,105.9,39.0,0,2.0
9439,2022,2022-10-01 00:00:00,3.0,Southbound,106.0,39.5,0,3.0
9453,2022,2022-10-02 00:00:00,6.0,Northbound,106.0,39.25,0,6.0
9454,2022,2022-10-02 00:00:00,3.0,Northbound,105.8,22.25,0,3.0
9463,2022,2022-10-02 00:00:00,1.0,Northbound,106.0,39.25,0,1.0
9476,2022,2022-10-02 00:00:00,1.0,Southbound,98.7,34.0,0,1.0
9485,2022,2022-10-02 00:00:00,0.0,Southbound,106.0,39.5,-1,0.0
9487,2022,2022-10-03 00:00:00,5.0,Northbound,105.2,32.833,0,5.0
9488,2022,2022-10-03 00:00:00,5.0,Northbound,98.6,34.167,0,5.0
9491,2022,2022-10-03 00:00:00,3.0,Northbound,105.9,24.833,0,3.0
9499,2022,2022-10-03 00:00:00,1.0,Northbound,97.9,34.917,0,1.0
9506,2022,2022-10-03 00:00:00,6.0,Southbound,100.5,33.417,0,6.0
9509,2022,2022-10-03 00:00:00,4.0,Southbound,106.0,38.0,-1,4.0
9511,2022,2022-10-03 00:00:00,1.0,Southbound,98.6,38.0,0,1.0
9513,2022,2022-10-03 00:00:00,2.0,Southbound,105.9,48.333,0,2.0
9516,2022,2022-10-03 00:00:00,0.0,Southbound,98.6,34.583,0,0.0
9524,2022,2022-10-04 00:00:00,5.0,Northbound,105.2,35.5,0,5.0
9530,2022,2022-10-04 00:00:00,2.0,Northbound,97.9,26.5,0,2.0
9539,2022,2022-10-04 00:00:00,6.0,Southbound,97.9,31.833,7,6.0
9555,2022,2022-10-05 00:00:00,5.0,Northbound,105.9,39.333,0,5.0
9556,2022,2022-10-05 00:00:00,5.0,Northbound,98.6,32.333,0,5.0
9557,2022,2022-10-05 00:00:00,5.0,Northbound,97.9,27.917,0,5.0
9561,2022,2022-10-05 00:00:00,4.0,Northbound,106.0,44.75,0,4.0
9564,2022,2022-10-05 00:00:00,2.0,Northbound,106.0,31.583,0,2.0
9576,2022,2022-10-05 00:00:00,5.0,Southbound,106.0,33.917,0,5.0
9587,2022,2022-10-05 00:00:00,1.0,Southbound,106.0,32.417,0,1.0
9588,2022,2022-10-05 00:00:00,1.0,Southbound,97.9,36.0,0,1.0
9592,2022,2022-10-06 00:00:00,5.0,Northbound,101.9,31.5,0,5.0
9619,2022,2022-10-06 00:00:00,2.0,Southbound,105.9,44.417,0,2.0
9622,2022,2022-10-06 00:00:00,1.0,Southbound,93.3,33.833,0,1.0
9627,2022,2022-10-07 00:00:00,6.0,Northbound,106.0,48.0,0,6.0
9630,2022,2022-10-07 00:00:00,4.0,Northbound,105.9,30.083,0,4.0
9637,2022,2022-10-07 00:00:00,1.0,Northbound,105.9,24.833,0,1.0
9644,2022,2022-10-07 00:00:00,6.0,Southbound,99.8,38.667,0,6.0
9656,2022,2022-10-07 00:00:00,2.0,Southbound,106.0,39.083,0,2.0
9661,2022,2022-10-08 00:00:00,12.0,Northbound,106.0,43.083,0,12.0
9664,2022,2022-10-08 00:00:00,3.0,Northbound,93.4,28.583,0,3.0
9666,2022,2022-10-08 00:00:00,2.0,Northbound,93.2,24.083,0,2.0
9670,2022,2022-10-08 00:00:00,3.0,Northbound,97.9,25.417,0,3.0
9673,2022,2022-10-08 00:00:00,2.0,Northbound,98.6,34.917,0,2.0
9679,2022,2022-10-08 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
9688,2022,2022-10-08 00:00:00,2.0,Southbound,106.0,44.75,0,2.0
9689,2022,2022-10-08 00:00:00,4.0,Southbound,105.9,37.75,0,4.0
9698,2022,2022-10-09 00:00:00,4.0,Northbound,96.6,33.5,0,4.0
9709,2022,2022-10-09 00:00:00,1.0,Northbound,106.0,39.333,0,1.0
9720,2022,2022-10-09 00:00:00,3.0,Southbound,106.0,38.167,0,3.0
9723,2022,2022-10-09 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
9726,2022,2022-10-09 00:00:00,4.0,Southbound,106.0,37.167,0,4.0
9734,2022,2022-10-10 00:00:00,5.0,Northbound,91.4,35.083,0,5.0
9735,2022,2022-10-10 00:00:00,4.0,Northbound,106.0,39.5,0,4.0
9740,2022,2022-10-10 00:00:00,2.0,Northbound,94.0,33.0,0,2.0
9744,2022,2022-10-10 00:00:00,1.0,Northbound,106.0,39.167,0,1.0
9746,2022,2022-10-10 00:00:00,5.0,Northbound,98.6,29.667,0,5.0
9748,2022,2022-10-10 00:00:00,8.0,Southbound,93.3,35.0,0,8.0
9749,2022,2022-10-10 00:00:00,3.0,Southbound,106.0,39.333,0,3.0
9767,2022,2022-10-11 00:00:00,5.0,Northbound,106.0,39.5,0,5.0
9768,2022,2022-10-11 00:00:00,4.0,Northbound,106.0,30.417,0,4.0
9771,2022,2022-10-11 00:00:00,2.0,Northbound,106.0,33.667,0,2.0
9774,2022,2022-10-11 00:00:00,2.0,Northbound,98.5,33.833,0,2.0
9779,2022,2022-10-11 00:00:00,2.0,Northbound,106.0,35.0,0,2.0
9784,2022,2022-10-11 00:00:00,8.0,Southbound,106.0,39.5,0,8.0
9785,2022,2022-10-11 00:00:00,8.0,Southbound,106.0,39.5,0,8.0
9788,2022,2022-10-11 00:00:00,8.0,Southbound,98.6,32.833,0,8.0
9790,2022,2022-10-11 00:00:00,1.0,Southbound,105.9,38.083,0,1.0
9793,2022,2022-10-11 00:00:00,1.0,Southbound,106.0,39.333,0,1.0
9804,2022,2022-10-12 00:00:00,5.0,Northbound,106.0,39.5,0,5.0
9809,2022,2022-10-12 00:00:00,2.0,Northbound,105.2,34.5,0,2.0
9810,2022,2022-10-12 00:00:00,1.0,Northbound,106.0,38.5,0,1.0
9811,2022,2022-10-12 00:00:00,1.0,Northbound,106.0,38.833,0,1.0
9818,2022,2022-10-12 00:00:00,5.0,Southbound,105.9,39.167,0,5.0
9820,2022,2022-10-12 00:00:00,3.0,Southbound,105.9,39.333,0,3.0
9822,2022,2022-10-12 00:00:00,2.0,Southbound,106.0,47.083,0,2.0
9829,2022,2022-10-12 00:00:00,1.0,Southbound,94.7,36.417,0,1.0
9832,2022,2022-10-12 00:00:00,8.0,Southbound,98.6,36.083,0,8.0
9845,2022,2022-10-13 00:00:00,2.0,Northbound,101.9,25.083,0,2.0
9856,2022,2022-10-13 00:00:00,8.0,Southbound,93.3,22.0,0,8.0
9857,2022,2022-10-13 00:00:00,7.0,Southbound,106.0,35.833,0,7.0
9860,2022,2022-10-13 00:00:00,3.0,Southbound,106.0,45.333,0,3.0
9867,2022,2022-10-13 00:00:00,8.0,Southbound,105.2,34.0,0,8.0
9874,2022,2022-10-14 00:00:00,4.0,Northbound,106.0,35.917,0,4.0
9875,2022,2022-10-14 00:00:00,1.0,Northbound,98.7,30.667,0,1.0
9887,2022,2022-10-14 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
9888,2022,2022-10-14 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
9890,2022,2022-10-14 00:00:00,6.0,Southbound,105.9,38.833,0,6.0
9909,2022,2022-10-15 00:00:00,12.0,Northbound,97.9,33.833,0,12.0
9915,2022,2022-10-15 00:00:00,2.0,Northbound,93.7,26.25,0,2.0
9916,2022,2022-10-15 00:00:00,1.0,Northbound,106.0,35.917,0,1.0
9926,2022,2022-10-15 00:00:00,4.0,Southbound,106.0,36.917,0,4.0
9929,2022,2022-10-15 00:00:00,3.0,Southbound,97.9,33.917,0,3.0
9951,2022,2022-10-16 00:00:00,1.0,Northbound,98.6,33.667,0,1.0
9956,2022,2022-10-16 00:00:00,6.0,Southbound,106.0,38.667,0,6.0
9965,2022,2022-10-16 00:00:00,1.0,Southbound,96.6,32.083,0,1.0
9973,2022,2022-10-16 00:00:00,2.0,Southbound,93.4,32.833,0,2.0
9977,2022,2022-10-17 00:00:00,6.0,Northbound,98.6,29.5,0,6.0
9978,2022,2022-10-17 00:00:00,7.0,Northbound,105.2,34.5,5,7.0
9980,2022,2022-10-17 00:00:00,2.0,Northbound,105.9,36.083,0,2.0
9982,2022,2022-10-17 00:00:00,1.0,Northbound,92.0,27.5,0,1.0
9988,2022,2022-10-17 00:00:00,1.0,Northbound,97.9,33.167,0,1.0
9993,2022,2022-10-17 00:00:00,6.0,Southbound,98.6,32.833,0,6.0
10001,2022,2022-10-17 00:00:00,3.0,Southbound,106.0,37.583,0,3.0
10011,2022,2022-10-18 00:00:00,19.0,Northbound,105.9,46.917,0,19.0
10028,2022,2022-10-18 00:00:00,7.0,Southbound,106.0,38.0,0,7.0
10030,2022,2022-10-18 00:00:00,7.0,Southbound,98.6,31.417,0,7.0
10031,2022,2022-10-18 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
10032,2022,2022-10-18 00:00:00,3.0,Southbound,106.0,44.25,0,3.0
10048,2022,2022-10-19 00:00:00,7.0,Northbound,105.9,39.5,0,7.0
10050,2022,2022-10-19 00:00:00,4.0,Northbound,106.0,26.75,0,4.0
10060,2022,2022-10-19 00:00:00,2.0,Northbound,106.0,39.417,0,2.0
10068,2022,2022-10-19 00:00:00,3.0,Southbound,106.0,39.5,0,3.0
10072,2022,2022-10-19 00:00:00,2.0,Southbound,106.0,44.75,0,2.0
10079,2022,2022-10-20 00:00:00,8.0,Northbound,106.0,36.417,0,8.0
10080,2022,2022-10-20 00:00:00,7.0,Northbound,98.6,27.333,0,7.0
10083,2022,2022-10-20 00:00:00,7.0,Northbound,106.0,39.333,0,7.0
10085,2022,2022-10-20 00:00:00,3.0,Northbound,105.9,39.333,0,3.0
10086,2022,2022-10-20 00:00:00,4.0,Northbound,106.0,38.917,0,4.0
10101,2022,2022-10-20 00:00:00,7.0,Southbound,106.1,39.5,0,7.0
10105,2022,2022-10-20 00:00:00,4.0,Southbound,96.6,32.833,0,4.0
10107,2022,2022-10-20 00:00:00,2.0,Southbound,105.9,45.0,0,2.0
10119,2022,2022-10-21 00:00:00,7.0,Northbound,106.0,35.167,0,7.0
10124,2022,2022-10-21 00:00:00,1.0,Northbound,106.0,38.417,0,1.0
10125,2022,2022-10-21 00:00:00,1.0,Northbound,106.0,31.5,0,1.0
10126,2022,2022-10-21 00:00:00,3.0,Northbound,106.0,37.417,0,3.0
10130,2022,2022-10-21 00:00:00,2.0,Northbound,106.0,21.833,0,2.0
10137,2022,2022-10-21 00:00:00,6.0,Southbound,98.6,31.333,0,6.0
10138,2022,2022-10-21 00:00:00,6.0,Southbound,106.0,39.417,0,6.0
10139,2022,2022-10-21 00:00:00,5.0,Southbound,105.8,44.333,0,5.0
10142,2022,2022-10-21 00:00:00,2.0,Southbound,93.3,34.167,0,2.0
10144,2022,2022-10-21 00:00:00,1.0,Southbound,105.2,35.25,0,1.0
10146,2022,2022-10-21 00:00:00,1.0,Southbound,106.0,39.5,-1,1.0
10158,2022,2022-10-22 00:00:00,7.0,Northbound,106.0,39.417,0,7.0
10179,2022,2022-10-22 00:00:00,1.0,Southbound,105.9,44.167,0,1.0
10181,2022,2022-10-22 00:00:00,4.0,Southbound,100.5,33.917,0,4.0
10186,2022,2022-10-22 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
10187,2022,2022-10-22 00:00:00,4.0,Southbound,106.0,38.0,0,4.0
10191,2022,2022-10-22 00:00:00,6.0,Southbound,98.7,35.0,0,6.0
10193,2022,2022-10-23 00:00:00,7.0,Northbound,106.0,39.167,0,7.0
10195,2022,2022-10-23 00:00:00,7.0,Northbound,92.0,24.917,6,7.0
10197,2022,2022-10-23 00:00:00,3.0,Northbound,97.9,35.417,0,3.0
10201,2022,2022-10-23 00:00:00,1.0,Northbound,105.9,34.083,0,1.0
10209,2022,2022-10-23 00:00:00,3.0,Southbound,93.4,33.667,0,3.0
10226,2022,2022-10-23 00:00:00,10.0,Southbound,106.1,39.5,0,10.0
10228,2022,2022-10-23 00:00:00,1.0,Southbound,105.9,44.833,0,1.0
10230,2022,2022-10-24 00:00:00,8.0,Northbound,106.0,39.5,0,8.0
10232,2022,2022-10-24 00:00:00,2.0,Northbound,106.0,25.25,0,2.0
10237,2022,2022-10-24 00:00:00,3.0,Northbound,106.0,25.917,0,3.0
10252,2022,2022-10-24 00:00:00,6.0,Southbound,105.9,39.417,0,6.0
10255,2022,2022-10-24 00:00:00,8.0,Southbound,98.7,37.083,0,8.0
10257,2022,2022-10-24 00:00:00,1.0,Southbound,105.9,44.583,0,1.0
10258,2022,2022-10-24 00:00:00,4.0,Southbound,93.3,33.833,0,4.0
10269,2022,2022-10-25 00:00:00,8.0,Northbound,106.0,38.583,0,8.0
10272,2022,2022-10-25 00:00:00,6.0,Northbound,106.0,39.333,0,6.0
10281,2022,2022-10-25 00:00:00,1.0,Northbound,92.7,23.417,0,1.0
10287,2022,2022-10-25 00:00:00,6.0,Southbound,92.7,26.667,-1,6.0
10288,2022,2022-10-25 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
10290,2022,2022-10-25 00:00:00,4.0,Southbound,93.3,32.583,0,4.0
10294,2022,2022-10-25 00:00:00,2.0,Southbound,106.0,45.167,0,2.0
10299,2022,2022-10-25 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
10302,2022,2022-10-25 00:00:00,1.0,Southbound,97.9,31.667,0,1.0
10306,2022,2022-10-26 00:00:00,6.0,Northbound,105.9,39.417,0,6.0
10311,2022,2022-10-26 00:00:00,2.0,Northbound,106.0,37.5,0,2.0
10312,2022,2022-10-26 00:00:00,2.0,Northbound,93.3,34.833,0,2.0
10326,2022,2022-10-26 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
10327,2022,2022-10-26 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
10330,2022,2022-10-26 00:00:00,3.0,Southbound,94.0,26.167,0,3.0
10332,2022,2022-10-26 00:00:00,3.0,Southbound,106.0,33.083,0,3.0
10335,2022,2022-10-26 00:00:00,2.0,Southbound,106.0,39.417,0,2.0
10336,2022,2022-10-26 00:00:00,1.0,Southbound,105.9,44.417,0,1.0
10344,2022,2022-10-27 00:00:00,6.0,Northbound,99.8,22.5,0,6.0
10356,2022,2022-10-27 00:00:00,2.0,Northbound,106.0,39.5,0,2.0
10363,2022,2022-10-27 00:00:00,21.0,Southbound,106.0,47.583,0,21.0
10365,2022,2022-10-27 00:00:00,5.0,Southbound,91.4,35.833,0,5.0
10366,2022,2022-10-27 00:00:00,4.0,Southbound,105.8,39.333,0,4.0
10370,2022,2022-10-27 00:00:00,2.0,Southbound,94.0,34.0,0,2.0
10378,2022,2022-10-27 00:00:00,1.0,Southbound,106.0,39.333,0,1.0
10390,2022,2022-10-28 00:00:00,1.0,Northbound,106.0,27.5,0,1.0
10395,2022,2022-10-28 00:00:00,5.0,Southbound,106.0,38.667,0,5.0
10404,2022,2022-10-28 00:00:00,1.0,Southbound,106.0,44.5,0,1.0
10414,2022,2022-10-29 00:00:00,7.0,Northbound,98.6,26.167,0,7.0
10415,2022,2022-10-29 00:00:00,6.0,Northbound,105.9,39.5,0,6.0
10429,2022,2022-10-29 00:00:00,6.0,Southbound,106.0,39.5,9,6.0
10433,2022,2022-10-29 00:00:00,2.0,Southbound,105.9,39.083,0,2.0
10435,2022,2022-10-29 00:00:00,2.0,Southbound,106.0,39.417,0,2.0
10449,2022,2022-10-30 00:00:00,2.0,Northbound,105.9,34.167,0,2.0
10450,2022,2022-10-30 00:00:00,1.0,Northbound,106.0,30.417,0,1.0
10471,2022,2022-10-30 00:00:00,1.0,Southbound,106.0,45.667,0,1.0
10475,2022,2022-10-30 00:00:00,1.0,Southbound,106.0,38.167,0,1.0
10495,2022,2022-10-31 00:00:00,1.0,Northbound,101.8,35.167,0,1.0
10502,2022,2022-10-31 00:00:00,6.0,Southbound,106.0,44.833,0,6.0
10505,2022,2022-10-31 00:00:00,3.0,Southbound,93.4,33.833,0,3.0
10506,2022,2022-10-31 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
10507,2022,2022-10-31 00:00:00,1.0,Southbound,105.9,39.25,0,1.0
10510,2022,2022-10-31 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
10522,2022,2022-11-01 00:00:00,2.0,Northbound,106.0,33.0,0,2.0
10533,2022,2022-11-01 00:00:00,7.0,Southbound,101.9,31.75,0,7.0
10534,2022,2022-11-01 00:00:00,7.0,Southbound,92.7,31.75,0,7.0
10537,2022,2022-11-01 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
10542,2022,2022-11-01 00:00:00,7.0,Southbound,106.0,39.083,0,7.0
10545,2022,2022-11-01 00:00:00,1.0,Southbound,106.0,44.0,0,1.0
10553,2022,2022-11-02 00:00:00,7.0,Northbound,106.0,39.5,0,7.0
10555,2022,2022-11-02 00:00:00,3.0,Northbound,105.9,33.333,0,3.0
10557,2022,2022-11-02 00:00:00,3.0,Northbound,105.2,33.417,0,3.0
10564,2022,2022-11-02 00:00:00,2.0,Northbound,106.0,39.083,1,2.0
10572,2022,2022-11-02 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
10574,2022,2022-11-02 00:00:00,5.0,Southbound,106.0,43.667,0,5.0
10580,2022,2022-11-02 00:00:00,1.0,Southbound,106.0,38.083,0,1.0
10581,2022,2022-11-02 00:00:00,3.0,Southbound,91.4,34.75,0,3.0
10583,2022,2022-11-02 00:00:00,7.0,Southbound,101.8,33.917,0,7.0
10584,2022,2022-11-02 00:00:00,2.0,Southbound,98.6,23.083,0,2.0
10586,2022,2022-11-03 00:00:00,8.0,Northbound,91.4,35.833,0,8.0
10587,2022,2022-11-03 00:00:00,8.0,Northbound,106.0,28.25,0,8.0
10588,2022,2022-11-03 00:00:00,4.0,Northbound,106.0,37.417,0,4.0
10601,2022,2022-11-03 00:00:00,1.0,Northbound,105.9,38.75,0,1.0
10606,2022,2022-11-03 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
10612,2022,2022-11-03 00:00:00,1.0,Southbound,106.0,44.5,0,1.0
10617,2022,2022-11-03 00:00:00,2.0,Southbound,105.9,37.917,0,2.0
10626,2022,2022-11-04 00:00:00,2.0,Northbound,92.7,27.583,0,2.0
10627,2022,2022-11-04 00:00:00,3.0,Northbound,98.5,34.083,0,3.0
10629,2022,2022-11-04 00:00:00,1.0,Northbound,106.0,39.417,0,1.0
10642,2022,2022-11-04 00:00:00,25.0,Southbound,106.0,44.583,0,25.0
10644,2022,2022-11-04 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
10645,2022,2022-11-04 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
10653,2022,2022-11-04 00:00:00,1.0,Southbound,106.0,44.833,0,1.0
10663,2022,2022-11-05 00:00:00,8.0,Northbound,106.0,27.75,0,8.0
10664,2022,2022-11-05 00:00:00,8.0,Northbound,105.9,39.25,0,8.0
10672,2022,2022-11-05 00:00:00,1.0,Northbound,106.0,39.417,0,1.0
10676,2022,2022-11-05 00:00:00,1.0,Northbound,105.9,38.583,0,1.0
10682,2022,2022-11-05 00:00:00,7.0,Southbound,106.0,38.083,0,7.0
10689,2022,2022-11-05 00:00:00,1.0,Southbound,98.6,36.167,0,1.0
10701,2022,2022-11-06 00:00:00,8.0,Northbound,93.3,34.833,0,8.0
10707,2022,2022-11-06 00:00:00,1.0,Northbound,105.8,25.75,0,1.0
10714,2022,2022-11-06 00:00:00,2.0,Northbound,105.9,39.5,0,2.0
10722,2022,2022-11-06 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
10729,2022,2022-11-06 00:00:00,1.0,Southbound,106.0,44.0,0,1.0
10739,2022,2022-11-07 00:00:00,2.0,Northbound,91.3,34.417,0,2.0
10745,2022,2022-11-07 00:00:00,1.0,Northbound,106.0,27.667,0,1.0
10752,2022,2022-11-07 00:00:00,10.0,Southbound,106.0,45.917,0,10.0
10759,2022,2022-11-07 00:00:00,7.0,Southbound,92.7,24.667,0,7.0
10767,2022,2022-11-07 00:00:00,1.0,Southbound,98.6,32.333,0,1.0
10774,2022,2022-11-08 00:00:00,6.0,Northbound,106.0,39.5,0,6.0
10776,2022,2022-11-08 00:00:00,3.0,Northbound,98.7,27.75,0,3.0
10789,2022,2022-11-08 00:00:00,8.0,Southbound,101.9,28.0,0,8.0
10790,2022,2022-11-08 00:00:00,8.0,Southbound,97.9,23.583,0,8.0
10794,2022,2022-11-08 00:00:00,2.0,Southbound,105.9,39.333,0,2.0
10800,2022,2022-11-08 00:00:00,1.0,Southbound,106.0,45.0,0,1.0
10809,2022,2022-11-09 00:00:00,7.0,Northbound,105.9,39.5,0,7.0
10811,2022,2022-11-09 00:00:00,7.0,Northbound,106.0,27.167,0,7.0
10813,2022,2022-11-09 00:00:00,5.0,Northbound,106.0,39.5,0,5.0
10815,2022,2022-11-09 00:00:00,3.0,Northbound,106.0,33.75,0,3.0
10816,2022,2022-11-09 00:00:00,3.0,Northbound,92.7,29.167,0,3.0
10820,2022,2022-11-09 00:00:00,3.0,Northbound,97.9,34.417,0,3.0
10824,2022,2022-11-09 00:00:00,18.0,Southbound,105.9,43.75,0,18.0
10825,2022,2022-11-09 00:00:00,18.0,Southbound,105.9,40.75,0,18.0
10826,2022,2022-11-09 00:00:00,17.0,Southbound,106.0,44.667,0,17.0
10827,2022,2022-11-09 00:00:00,12.0,Southbound,106.0,44.167,0,12.0
10828,2022,2022-11-09 00:00:00,6.0,Southbound,105.9,39.5,0,6.0
10831,2022,2022-11-09 00:00:00,2.0,Southbound,106.0,39.5,-1,2.0
10846,2022,2022-11-10 00:00:00,5.0,Northbound,106.0,24.083,0,5.0
10847,2022,2022-11-10 00:00:00,6.0,Northbound,105.9,39.5,4,6.0
10854,2022,2022-11-10 00:00:00,2.0,Northbound,101.9,26.5,0,2.0
10862,2022,2022-11-10 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
10867,2022,2022-11-10 00:00:00,2.0,Southbound,105.9,33.417,0,2.0
10870,2022,2022-11-10 00:00:00,3.0,Southbound,106.0,33.5,0,3.0
10872,2022,2022-11-10 00:00:00,1.0,Southbound,106.0,44.167,0,1.0
10875,2022,2022-11-10 00:00:00,7.0,Southbound,94.0,36.333,0,7.0
10876,2022,2022-11-10 00:00:00,0.0,Southbound,106.0,35.25,0,0.0
10879,2022,2022-11-11 00:00:00,5.0,Northbound,98.6,34.75,0,5.0
10881,2022,2022-11-11 00:00:00,3.0,Northbound,98.7,34.417,0,3.0
10886,2022,2022-11-11 00:00:00,1.0,Northbound,98.6,30.417,0,1.0
10892,2022,2022-11-11 00:00:00,3.0,Northbound,106.0,39.5,0,3.0
10896,2022,2022-11-11 00:00:00,7.0,Southbound,106.0,39.417,0,7.0
10897,2022,2022-11-11 00:00:00,7.0,Southbound,106.0,38.667,0,7.0
10898,2022,2022-11-11 00:00:00,6.0,Southbound,106.0,45.583,0,6.0
10914,2022,2022-11-12 00:00:00,18.0,Northbound,106.0,44.25,0,18.0
10918,2022,2022-11-12 00:00:00,3.0,Northbound,106.0,39.417,0,3.0
10921,2022,2022-11-12 00:00:00,2.0,Northbound,105.7,23.0,0,2.0
10928,2022,2022-11-12 00:00:00,1.0,Northbound,106.0,37.583,0,1.0
10932,2022,2022-11-12 00:00:00,8.0,Southbound,106.0,39.25,0,8.0
10940,2022,2022-11-12 00:00:00,1.0,Southbound,105.9,42.5,0,1.0
10943,2022,2022-11-12 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
10950,2022,2022-11-13 00:00:00,3.0,Northbound,106.0,30.75,0,3.0
10954,2022,2022-11-13 00:00:00,2.0,Northbound,105.9,38.583,0,2.0
10967,2022,2022-11-13 00:00:00,19.0,Southbound,106.0,44.0,0,19.0
10968,2022,2022-11-13 00:00:00,8.0,Southbound,106.0,39.5,0,8.0
10970,2022,2022-11-13 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
10972,2022,2022-11-13 00:00:00,3.0,Southbound,105.8,39.417,-1,3.0
10984,2022,2022-11-14 00:00:00,2.0,Northbound,105.9,33.167,0,2.0
10990,2022,2022-11-14 00:00:00,2.0,Northbound,97.9,24.917,0,2.0
11004,2022,2022-11-14 00:00:00,8.0,Southbound,105.2,36.417,0,8.0
11007,2022,2022-11-14 00:00:00,5.0,Southbound,106.0,42.417,0,5.0
11008,2022,2022-11-14 00:00:00,4.0,Southbound,106.0,39.417,-1,4.0
11009,2022,2022-11-14 00:00:00,8.0,Southbound,97.9,34.833,0,8.0
11017,2022,2022-11-14 00:00:00,7.0,Southbound,106.0,38.0,0,7.0
11019,2022,2022-11-15 00:00:00,4.0,Northbound,98.6,35.417,0,4.0
11024,2022,2022-11-15 00:00:00,1.0,Northbound,106.0,37.75,0,1.0
11048,2022,2022-11-15 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
11049,2022,2022-11-15 00:00:00,2.0,Southbound,105.9,44.083,0,2.0
11051,2022,2022-11-15 00:00:00,3.0,Southbound,106.0,39.5,0,3.0
11055,2022,2022-11-16 00:00:00,5.0,Northbound,92.1,22.083,0,5.0
11056,2022,2022-11-16 00:00:00,5.0,Northbound,106.0,20.75,0,5.0
11061,2022,2022-11-16 00:00:00,1.0,Northbound,106.0,38.583,0,1.0
11071,2022,2022-11-16 00:00:00,14.0,Southbound,106.0,44.25,0,14.0
